Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC419334,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bromley,London,289162,24/02/2014,Interim inspection,2,0,0,0,0,0
SC374640,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,South Gloucestershire,South West,284387,14/01/2014,Interim inspection,3,0,3,3,3,3
SC462631,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Croydon,London,291229,26/03/2014,Full inspection,2,0,2,2,2,2
SC414347,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Coventry,West Midlands,284974,15/01/2014,Full inspection,2,0,2,2,2,1
SC414347,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Coventry,West Midlands,290834,24/03/2014,Interim inspection,2,0,0,0,0,0
SC457627,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Dorset,South West,286257,29/01/2014,Interim inspection,2,0,0,0,0,0
SC024987,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Dudley,West Midlands,290268,12/03/2014,Full inspection,3,0,3,3,3,4
SC450992,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Dudley,West Midlands,291329,27/03/2014,Full inspection,3,0,3,3,3,3
SC403789,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,287755,11/02/2014,Interim inspection,2,0,0,0,0,0
SC046276,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,287082,04/02/2014,Interim inspection,2,0,0,0,0,0
SC064529,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,289473,26/02/2014,Interim inspection,3,0,0,0,0,0
SC418605,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,286691,03/02/2014,Interim inspection,2,0,0,0,0,0
SC453372,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,289361,03/03/2014,Interim inspection,2,0,0,0,0,0
SC038237,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,285786,27/01/2014,Interim inspection,2,0,0,0,0,0
SC000803,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,284427,14/01/2014,Interim inspection,2,0,0,0,0,0
SC067989,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,288875,21/02/2014,Interim inspection,2,0,0,0,0,0
SC370703,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,288094,17/02/2014,Interim inspection,2,0,0,0,0,0
SC405470,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hillingdon,London,284975,20/01/2014,Interim inspection,2,0,0,0,0,0
SC443758,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,293624,25/03/2014,Interim inspection,2,0,0,0,0,0
SC423606,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kingston upon Thames,London,288801,18/02/2014,Interim inspection,2,0,0,0,0,0
SC463309,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,284656,14/01/2014,Full inspection,2,0,2,2,2,2
SC368399,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,290634,19/03/2014,Interim inspection,3,0,0,0,0,0
SC426684,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,290896,24/03/2014,Interim inspection,2,0,0,0,0,0
SC446325,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,287362,06/02/2014,Interim inspection,2,0,0,0,0,0
SC062811,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,288358,18/02/2014,Interim inspection,4,0,0,0,0,0
SC374268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sandwell,West Midlands,290793,18/03/2014,Interim inspection,3,0,0,0,0,0
SC016732,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,285687,22/01/2014,Full inspection,2,0,2,1,2,2
SC016732,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290815,21/03/2014,Interim inspection,2,0,0,0,0,0
SC441978,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,290350,13/03/2014,Interim inspection,4,0,0,0,0,0
SC025799,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Croydon,London,283474,03/01/2014,Interim inspection,2,0,0,0,0,0
SC063080,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Croydon,London,285372,21/01/2014,Interim inspection,3,0,0,0,0,0
SC033056,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Coventry,West Midlands,287597,13/02/2014,Interim inspection,3,0,0,0,0,0
SC457573,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,290417,17/03/2014,Interim inspection,2,0,0,0,0,0
SC033229,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tower Hamlets,London,286963,05/02/2014,Interim inspection,2,0,0,0,0,0
SC013402,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kingston upon Thames,London,289021,18/02/2014,Interim inspection,3,0,0,0,0,0
SC066821,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,284159,09/01/2014,Full inspection,1,0,1,1,1,1
SC066821,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,290665,18/03/2014,Interim inspection,2,0,0,0,0,0
SC468325,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,288084,13/02/2014,Full inspection,3,0,2,2,3,2
SC033467,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,286658,21/01/2014,Interim inspection,2,0,0,0,0,0
SC359465,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,291602,14/03/2014,Interim inspection,2,0,0,0,0,0
SC063895,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,290925,20/02/2014,Interim inspection,2,0,0,0,0,0
SC455401,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290573,19/03/2014,Interim inspection,3,0,0,0,0,0
SC442402,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291907,06/03/2014,Interim inspection,2,0,0,0,0,0
SC039673,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,288126,11/02/2014,Interim inspection,2,0,0,0,0,0
SC004085,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Poole,South West,286944,04/02/2014,Interim inspection,4,0,0,0,0,0
SC034211,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,286708,28/01/2014,Interim inspection,2,0,0,0,0,0
SC061158,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,286332,31/01/2014,Interim inspection,2,0,0,0,0,0
SC439956,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,287031,03/02/2014,Interim inspection,2,0,0,0,0,0
SC034168,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,288676,19/02/2014,Interim inspection,2,0,0,0,0,0
SC038163,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Bexley,London,283856,08/01/2014,Interim inspection,3,0,2,2,2,3
SC033127,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North East Lincolnshire,Yorkshire and The Humber,291077,26/03/2014,Interim inspection,2,0,0,0,0,0
SC066179,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289170,26/02/2014,Interim inspection,2,0,0,0,0,0
SC036767,Resigned,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,284110,07/01/2014,Interim inspection,4,0,4,4,4,4
SC062317,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Buckinghamshire,South East,288611,14/02/2014,Interim inspection,3,0,0,0,0,0
SC037647,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,289011,25/02/2014,Interim inspection,2,0,0,0,0,0
SC052744,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,286592,29/01/2014,Interim inspection,2,0,0,0,0,0
SC064663,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,291509,25/03/2014,Interim inspection,2,0,0,0,0,0
SC402817,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291159,24/03/2014,Interim inspection,2,0,0,0,0,0
SC394909,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,286775,03/02/2014,Interim inspection,3,0,0,0,0,0
SC363385,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,287591,05/02/2014,Interim inspection,4,0,0,0,0,0
SC059639,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,287121,04/02/2014,Interim inspection,2,0,0,0,0,0
SC437305,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,289198,20/02/2014,Interim inspection,2,0,0,0,0,0
SC373044,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,293157,26/03/2014,Interim inspection,2,0,0,0,0,0
SC040723,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,291708,28/03/2014,Interim inspection,2,0,0,0,0,0
SC418700,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,286897,04/02/2014,Interim inspection,2,0,2,2,2,2
SC454707,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,South Gloucestershire,South West,289274,28/02/2014,Interim inspection,4,0,0,0,0,0
SC067561,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,South Gloucestershire,South West,285601,20/01/2014,Interim inspection,3,0,0,0,0,0
SC068929,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,290507,12/03/2014,Interim inspection,2,0,0,0,0,0
SC458027,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,284513,14/01/2014,Interim inspection,2,0,0,0,0,0
SC417031,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,291359,17/03/2014,Interim inspection,2,0,0,0,0,0
SC059180,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,290336,26/02/2014,Interim inspection,2,0,0,0,0,0
SC040191,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,289589,05/03/2014,Interim inspection,4,0,0,0,0,0
SC035107,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,291216,25/03/2014,Interim inspection,2,0,0,0,0,0
SC443009,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,284120,08/01/2014,Full inspection,2,0,2,2,2,2
SC433004,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,288636,19/02/2014,Interim inspection,4,0,0,0,0,0
SC023645,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289892,07/03/2014,Interim inspection,3,0,0,0,0,0
SC465579,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,284795,14/01/2014,Full inspection,2,0,3,2,2,2
SC438648,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,285347,22/01/2014,Interim inspection,3,0,0,0,0,0
SC032068,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,284719,14/01/2014,Interim inspection,2,0,0,0,0,0
SC411572,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290649,20/03/2014,Interim inspection,4,0,0,0,0,0
SC064472,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285081,15/01/2014,Interim inspection,2,0,0,0,0,0
SC442279,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,286818,03/02/2014,Interim inspection,2,0,0,0,0,0
SC060595,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Riding of Yorkshire,Yorkshire and The Humber,287447,10/02/2014,Interim inspection,2,0,0,0,0,0
SC422346,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,287643,11/02/2014,Interim inspection,2,0,0,0,0,0
SC032838,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,287451,04/02/2014,Interim inspection,2,0,0,0,0,0
SC030945,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,293158,28/03/2014,Interim inspection,2,0,0,0,0,0
SC035454,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,289998,10/03/2014,Interim inspection,3,0,0,0,0,0
SC457423,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Central Bedfordshire,East of England,286152,28/01/2014,Interim inspection,2,0,0,0,0,0
SC021677,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,288281,14/02/2014,Interim inspection,2,0,0,0,0,0
SC433376,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,292605,28/03/2014,Full inspection,2,0,2,2,2,2
SC040509,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,288625,17/02/2014,Interim inspection,3,0,0,0,0,0
SC457139,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gateshead,North East,289698,06/03/2014,Interim inspection,3,0,0,0,0,0
SC363933,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,286764,04/02/2014,Interim inspection,2,0,0,0,0,0
SC465287,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,287627,04/02/2014,Full inspection,3,0,3,3,3,2
SC412953,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bedford,East of England,291320,25/03/2014,Interim inspection,2,0,0,0,0,0
SC424851,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,286338,30/01/2014,Interim inspection,2,0,0,0,0,0
SC365366,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,289202,28/02/2014,Interim inspection,2,0,0,0,0,0
SC068188,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,292583,17/03/2014,Interim inspection,2,0,0,0,0,0
SC417395,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,286268,29/01/2014,Interim inspection,2,0,0,0,0,0
SC355902,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,291060,26/03/2014,Interim inspection,2,0,0,0,0,0
SC065684,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290044,11/03/2014,Interim inspection,4,0,0,0,0,0
SC060590,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire East,North West,284228,08/01/2014,Interim inspection,2,0,0,0,0,0
SC402856,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire East,North West,290592,20/03/2014,Interim inspection,5,0,0,0,0,0
SC034220,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,284016,10/01/2014,Interim inspection,2,0,0,0,0,0
SC405649,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,287491,06/02/2014,Interim inspection,2,0,0,0,0,0
SC016697,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,285640,27/01/2014,Interim inspection,2,0,0,0,0,0
SC034205,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,288200,18/02/2014,Interim inspection,2,0,0,0,0,0
SC362987,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Riding of Yorkshire,Yorkshire and The Humber,288951,18/02/2014,Interim inspection,4,0,0,0,0,0
SC454035,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,288376,14/02/2014,Interim inspection,3,0,0,0,0,0
SC356929,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,283881,08/01/2014,Full inspection,2,0,2,2,2,2
